scenario,split,density_mw_per_km2,wake_loss
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.8465680658518955,0.18425954999999994
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.20275346720561446,0.18425954999999994
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.6839380000000002,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.8791700000000002,0.18425954999999994
new_more,100000,2.5470639530887498,0.19620686999999992
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.8791700000000002,0.18425954999999994
new_more,100000,3.622535787707751,0.19620686999999992
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.368549768003018,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.24822796464679395,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.5303142938159956,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.36411378799531297,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.04254674114299516,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.24720443854647794,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.27267036469907485,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.6758331843283378,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7760406271380957,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.526893419391465,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.6042880805306684,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.3938167213008676,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.09163507884406347,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.741687188744723,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.459278651969319,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7299719959194876,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.727228834950635,0.1536796798077802
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.6232053154485346,0.16236531979064428
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.04578007155717619,0.16236531979064428
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.07223213497518717,0.16236531979064428
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.4078526585597593,0.16236531979064428
new_more,1000000,0.037025699999999995,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.5942759492741246,0.16236531979064428
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563000000001,0.1536796798077802
new_more,1000000,0.21292510704551534,0.16236531979064428
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.6809731863869931,0.16236531979064428
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.025477601751037367,0.17262912000001066
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563000000001,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.6405446138298533,0.17262912000001066
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899562999999998,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.5480158862560394,0.17262912000001066
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.613469179812228,0.17262912000001066
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.09319883267822932,0.17262912000001066
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.7823199999999999,0.17262912000001066
new_more,1000000,0.2847593070952245,0.18425954999999994
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.6839380000000002,0.16236531979064428
new_more,1000000,0.7823199999999999,0.17262912000001066
new_more,1000000,0.8791700000000002,0.18425954999999994
new_more,1000000,2.5470639530887498,0.19620686999999992
new_more,1000000,0.0370257,0.11144776173520789
new_more,1000000,0.7899563,0.1536796798077802
new_more,1000000,0.683938,0.16236531979064428
new_more,1000000,0.7823199999999999,0.17262912000001066
new_more,1000000,0.8791700000000002,0.18425954999999994
new_more,1000000,3.622535787707751,0.19620686999999992
